iid,id,gender,condtn,wave,order,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
47,8,1,2,2,9,32,0,0.06,0,27,4,50.00,0.00,50.00,0.00,0.00,0.00,0,7.00,9.00,8.00,7.00,8.00,8.00,6.00,5.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,10,33,0,-0.18,1,30,2,30.00,20.00,30.00,10.00,0.00,10.00,0,4.00,5.00,6.00,7.00,7.00,4.00,6.00,2.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,12,34,0,0.12,0,21,4,30.00,5.00,30.00,15.00,15.00,5.00,0,3.00,3.00,5.00,3.00,5.00,3.00,5.00,4.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,8,35,0,-0.21,1,25,2,20.00,23.00,23.00,22.00,7.00,5.00,0,5.00,6.00,8.00,8.00,7.00,8.00,6.00,8.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,16,36,0,0.16,1,26,2,20.00,25.00,20.00,15.00,15.00,5.00,0,1.00,3.00,5.00,1.00,2.00,1.00,1.00,6.00,1,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,2,37,0,0.32,1,27,2,10.00,10.00,30.00,25.00,10.00,15.00,0,3.00,5.00,7.00,6.00,6.00,6.00,5.00,5.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,5,38,0,-0.14,0,23,1,50.00,10.00,20.00,10.00,10.00,0.00,0,7.00,9.00,7.00,7.00,4.00,3.00,8.00,2.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
47,8,1,2,2,7,39,1,0.12,0,24,3,20.00,20.00,20.00,15.00,15.00,10.00,1,5.00,5.00,8.00,8.00,5.00,7.00,7.00,5.00,2,30,8.00,2,2,2,1,6,1,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20.00,20.00,25.00,25.00,5.00,5.00,8,7,9,9,3
48,9,1,2,2,19,21,0,-0.08,0,21,4,12.00,18.00,20.00,16.00,16.00,18.00,0,7.00,7.00,7.00,5.00,6.00,3.00,6.00,1.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,2,22,0,0.73,0,27,1,20.00,20.00,20.00,10.00,10.00,20.00,1,7.00,7.00,7.00,7.00,7.00,6.00,7.00,4.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,17,23,0,0.58,0,21,4,10.00,20.00,40.00,10.00,10.00,10.00,0,6.00,6.00,6.00,8.00,6.00,5.00,6.00,5.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,5,24,0,0.05,1,27,2,10.00,20.00,20.00,15.00,20.00,15.00,0,7.00,7.00,7.00,8.00,7.00,,7.00,6.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,7,25,0,0.38,1,25,2,20.00,20.00,15.00,15.00,15.00,15.00,0,7.00,8.00,8.00,8.00,6.00,6.00,7.00,6.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,8,26,0,0.29,1,23,2,20.00,20.00,20.00,15.00,15.00,10.00,0,6.00,5.00,5.00,7.00,6.00,3.00,4.00,4.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,18,27,0,-0.35,0,22,3,17.00,10.00,18.00,20.00,25.00,10.00,0,4.00,6.00,4.00,5.00,6.00,7.00,3.00,1.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,4,29,0,0.11,1,22,2,20.00,22.00,18.00,15.00,15.00,10.00,1,8.00,7.00,8.00,8.00,8.00,6.00,8.00,5.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,10,30,0,0.39,1,23,2,10.00,20.00,20.00,20.00,20.00,10.00,0,7.00,7.00,5.00,7.00,5.00,7.00,8.00,7.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,3,31,1,0.52,1,24,2,35.00,10.00,20.00,20.00,10.00,5.00,1,8.00,9.00,8.00,8.00,8.00,8.00,8.00,8.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,13,32,0,0.52,0,27,4,50.00,0.00,50.00,0.00,0.00,0.00,0,7.00,8.00,7.00,9.00,6.00,4.00,7.00,2.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,14,33,0,0.21,1,30,2,30.00,20.00,30.00,10.00,0.00,10.00,1,8.00,7.00,6.00,6.00,7.00,8.00,7.00,3.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,16,34,0,0.43,0,21,4,30.00,5.00,30.00,15.00,15.00,5.00,0,5.00,4.00,3.00,3.00,2.00,2.00,4.00,4.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,12,35,0,0.45,1,25,2,20.00,23.00,23.00,22.00,7.00,5.00,1,8.00,8.00,7.00,8.00,7.00,6.00,7.00,7.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,1,36,0,0.28,1,26,2,20.00,25.00,20.00,15.00,15.00,5.00,0,3.00,1.00,2.00,2.00,2.00,3.00,2.00,5.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,6,37,0,0.57,1,27,2,10.00,10.00,30.00,25.00,10.00,15.00,1,8.00,5.00,6.00,9.00,4.00,6.00,7.00,6.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,9,38,0,0.37,0,23,1,50.00,10.00,20.00,10.00,10.00,0.00,1,8.00,6.00,5.00,8.00,5.00,3.00,8.00,4.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
48,9,1,2,2,11,39,0,0.50,0,24,3,20.00,20.00,20.00,15.00,15.00,10.00,1,8.00,5.00,6.00,7.00,5.00,5.00,7.00,3.00,2,22,12.00,2,9,2,1,5,2,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30.00,15.00,25.00,25.00,5.00,0.00,7,9,6,7,6
49,10,1,2,2,4,21,0,0.28,1,21,4,12.00,18.00,20.00,16.00,16.00,18.00,1,9.00,9.00,10.00,9.00,9.00,8.00,9.00,5.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,6,22,0,-0.08,0,27,1,20.00,20.00,20.00,10.00,10.00,20.00,0,6.00,7.00,7.00,5.00,7.00,4.00,5.00,3.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,2,23,0,-0.23,1,21,4,10.00,20.00,40.00,10.00,10.00,10.00,1,7.00,7.00,6.00,7.00,6.00,7.00,8.00,6.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,9,24,0,-0.04,0,27,2,10.00,20.00,20.00,15.00,20.00,15.00,0,6.00,,,8.00,,6.00,6.00,5.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,11,25,0,0.06,0,25,2,20.00,20.00,15.00,15.00,15.00,15.00,0,8.00,8.00,9.00,8.00,9.00,8.00,9.00,8.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,12,26,0,0.02,0,23,2,20.00,20.00,20.00,15.00,15.00,10.00,0,5.00,8.00,8.00,7.00,7.00,6.00,5.00,5.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,3,27,0,0.13,0,22,3,17.00,10.00,18.00,20.00,25.00,10.00,0,4.00,5.00,4.00,5.00,6.00,,2.00,3.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,8,29,0,0.20,0,22,2,20.00,22.00,18.00,15.00,15.00,10.00,0,7.00,5.00,6.00,8.00,6.00,4.00,5.00,6.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,14,30,1,0.16,0,23,2,10.00,20.00,20.00,20.00,20.00,10.00,1,8.00,7.00,7.00,7.00,7.00,7.00,9.00,7.00,1,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,7,31,1,-0.57,0,24,2,35.00,10.00,20.00,20.00,10.00,5.00,1,7.00,8.00,8.00,6.00,7.00,5.00,7.00,8.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,17,32,0,0.00,1,27,4,50.00,0.00,50.00,0.00,0.00,0.00,0,6.00,8.00,9.00,9.00,6.00,6.00,7.00,5.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,18,33,0,-0.15,0,30,2,30.00,20.00,30.00,10.00,0.00,10.00,0,6.00,7.00,8.00,5.00,7.00,5.00,7.00,2.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,1,34,1,-0.01,1,21,4,30.00,5.00,30.00,15.00,15.00,5.00,1,7.00,8.00,8.00,7.00,8.00,6.00,7.00,7.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,16,35,1,0.18,0,25,2,20.00,23.00,23.00,22.00,7.00,5.00,1,7.00,9.00,9.00,9.00,9.00,10.00,8.00,8.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,5,36,1,0.00,0,26,2,20.00,25.00,20.00,15.00,15.00,5.00,1,4.00,5.00,8.00,8.00,10.00,8.00,8.00,5.00,1,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,10,37,0,-0.01,0,27,2,10.00,10.00,30.00,25.00,10.00,15.00,0,6.00,5.00,5.00,4.00,4.00,4.00,3.00,3.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,13,38,1,-0.36,0,23,1,50.00,10.00,20.00,10.00,10.00,0.00,1,9.00,9.00,9.00,8.00,5.00,3.00,7.00,2.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
49,10,1,2,2,15,39,0,-0.32,0,24,3,20.00,20.00,20.00,15.00,15.00,10.00,0,5.00,7.00,7.00,7.00,9.00,,6.00,3.00,2,25,8.00,4,1,3,1,3,2,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20.00,20.00,20.00,20.00,5.00,15.00,7,10,10,10,8
50,11,1,2,2,6,21,0,0.27,0,21,4,12.00,18.00,20.00,16.00,16.00,18.00,0,5.00,7.00,7.00,7.00,7.00,6.00,6.00,1.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,8,22,0,0.12,1,27,1,20.00,20.00,20.00,10.00,10.00,20.00,1,5.00,6.00,7.00,7.00,7.00,7.00,6.00,6.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,4,23,0,0.05,0,21,4,10.00,20.00,40.00,10.00,10.00,10.00,1,6.00,6.00,7.00,8.00,8.00,7.00,7.00,5.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,11,24,0,-0.12,0,27,2,10.00,20.00,20.00,15.00,20.00,15.00,0,6.00,8.00,,8.00,,,7.00,7.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,13,25,0,0.35,0,25,2,20.00,20.00,15.00,15.00,15.00,15.00,0,9.00,8.00,9.00,8.00,10.00,7.00,8.00,7.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,14,26,0,0.21,0,23,2,20.00,20.00,20.00,15.00,15.00,10.00,0,7.00,6.00,6.00,7.00,6.00,6.00,8.00,5.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,5,27,1,-0.23,0,22,3,17.00,10.00,18.00,20.00,25.00,10.00,1,6.00,5.00,6.00,7.00,8.00,4.00,4.00,4.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,10,29,0,0.54,0,22,2,20.00,22.00,18.00,15.00,15.00,10.00,1,7.00,7.00,7.00,7.00,7.00,,7.00,5.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,16,30,0,0.51,0,23,2,10.00,20.00,20.00,20.00,20.00,10.00,1,7.00,7.00,8.00,8.00,7.00,7.00,8.00,4.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,9,31,1,-0.04,0,24,2,35.00,10.00,20.00,20.00,10.00,5.00,1,9.00,7.00,8.00,9.00,8.00,8.00,9.00,9.00,1,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,19,32,0,0.12,0,27,4,50.00,0.00,50.00,0.00,0.00,0.00,0,7.00,8.00,8.00,9.00,8.00,4.00,6.00,3.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,1,33,0,-0.46,0,30,2,30.00,20.00,30.00,10.00,0.00,10.00,1,7.00,9.00,7.00,7.00,10.00,5.00,7.00,3.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,3,34,0,0.68,0,21,4,30.00,5.00,30.00,15.00,15.00,5.00,0,4.00,4.00,6.00,6.00,7.00,4.00,5.00,5.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,18,35,1,0.27,0,25,2,20.00,23.00,23.00,22.00,7.00,5.00,1,6.00,8.00,8.00,10.00,8.00,9.00,8.00,10.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,7,36,0,-0.02,0,26,2,20.00,25.00,20.00,15.00,15.00,5.00,0,5.00,4.00,8.00,5.00,8.00,3.00,5.00,3.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,12,37,0,0.02,0,27,2,10.00,10.00,30.00,25.00,10.00,15.00,1,6.00,3.00,6.00,8.00,4.00,4.00,5.00,4.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,15,38,1,0.41,1,23,1,50.00,10.00,20.00,10.00,10.00,0.00,1,8.00,8.00,8.00,9.00,9.00,7.00,7.00,6.00,1,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
50,11,1,2,2,17,39,0,0.02,0,24,3,20.00,20.00,20.00,15.00,15.00,10.00,1,5.00,6.00,8.00,10.00,8.00,,7.00,5.00,2,27,1.00,1,4,4,6,6,2,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35.00,10.00,20.00,15.00,10.00,10.00,8,9,9,10,8
51,12,1,2,2,16,21,0,0.44,0,21,4,12.00,18.00,20.00,16.00,16.00,18.00,0,7.00,4.00,6.00,4.00,4.00,2.00,2.00,1.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,18,22,0,-0.52,0,27,1,20.00,20.00,20.00,10.00,10.00,20.00,0,3.00,4.00,5.00,4.00,4.00,2.00,2.00,1.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,14,23,0,-0.57,0,21,4,10.00,20.00,40.00,10.00,10.00,10.00,0,7.00,6.00,5.00,4.00,4.00,4.00,6.00,4.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,2,24,0,-0.07,1,27,2,10.00,20.00,20.00,15.00,20.00,15.00,0,6.00,6.00,8.00,7.00,8.00,,7.00,7.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,4,25,0,0.11,1,25,2,20.00,20.00,15.00,15.00,15.00,15.00,0,6.00,5.00,8.00,7.00,10.00,8.00,6.00,7.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,5,26,0,0.05,1,23,2,20.00,20.00,20.00,15.00,15.00,10.00,0,6.00,7.00,6.00,5.00,6.00,6.00,6.00,4.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,15,27,0,0.20,0,22,3,17.00,10.00,18.00,20.00,25.00,10.00,0,1.00,2.00,6.00,1.00,6.00,2.00,2.00,3.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,1,29,0,-0.05,1,22,2,20.00,22.00,18.00,15.00,15.00,10.00,1,6.00,7.00,7.00,4.00,6.00,6.00,6.00,5.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,7,30,0,-0.27,1,23,2,10.00,20.00,20.00,20.00,20.00,10.00,0,5.00,5.00,5.00,2.00,4.00,3.00,4.00,4.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,19,31,0,-0.35,1,24,2,35.00,10.00,20.00,20.00,10.00,5.00,0,4.00,6.00,5.00,5.00,5.00,5.00,5.00,4.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,10,32,0,-0.41,0,27,4,50.00,0.00,50.00,0.00,0.00,0.00,0,5.00,6.00,7.00,6.00,7.00,5.00,5.00,3.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,11,33,0,0.30,1,30,2,30.00,20.00,30.00,10.00,0.00,10.00,0,7.00,5.00,9.00,1.00,9.00,2.00,3.00,1.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,13,34,0,-0.19,0,21,4,30.00,5.00,30.00,15.00,15.00,5.00,0,3.00,3.00,4.00,2.00,2.00,2.00,3.00,3.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,9,35,0,0.09,1,25,2,20.00,23.00,23.00,22.00,7.00,5.00,1,8.00,8.00,6.00,6.00,7.00,6.00,7.00,5.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,17,36,1,-0.47,1,26,2,20.00,25.00,20.00,15.00,15.00,5.00,1,5.00,2.00,6.00,2.00,5.00,4.00,5.00,6.00,2,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
51,12,1,2,2,3,37,0,-0.47,1,27,2,10.00,10.00,30.00,25.00,10.00,15.00,1,7.00,4.00,7.00,7.00,6.00,8.00,6.00,2.00,1,23,1.00,2,5,10,1,5,3,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25.00,10.00,35.00,15.00,0.00,15.00,6,8,2,10,2
